path	artist_name	artist_location
S/M/Z/TRSMZWS12903CC441B	Les Breastfeeders	
X/W/T/TRXWTBA128F1462898	Daniel Bedingfield	WINONA, Minnesota
E/Q/P/TREQPND12903CC049F	Mons Leidvin Takle	
H/K/U/TRHKUXH128F429ED6E	Kim Wilde	Chiswick, England
H/A/J/TRHAJMO128F932B410	D'espairs Ray	Corte Madera CA
C/R/Z/TRCRZOM128F92D630A	Katy Perry	Los Angeles, CA
W/Y/H/TRWYHJV128F92DA2F1	My Latest Novel	Glasgow, Scotland
M/T/M/TRMTMQN128E0784F69	Cherie	Marseilles, France
X/U/D/TRXUDJS12903CC14E6	Blake Lewis	Bothell, Washington
I/J/K/TRIJKVH128F1487E59	Leif Ove Andsnes	
V/J/B/TRVJBZK128F42938CE	Sintax the Terrific	South Carolina
L/V/D/TRLVDYK128E0795D92	Morcheeba	UK
I/L/D/TRILDZF128F4281CBB	The Strokes	NY
I/I/A/TRIIAOD128F92F2788	Ronan Keating	Dublin, Ireland
U/D/L/TRUDLKK12903CBFFC1	Jes	New York, Los Angeles and Amsterdam
A/G/E/TRAGEFB128F92C6CA9	Jarvis Church	
R/V/D/TRRVDHS12903CC37A2	Porcupine Tree	
R/U/L/TRRULOY128F4273A39	Whigfield	Sk�k�enmark
K/F/J/TRKFJTC12903CFAC3A	The Dears	Montreal, Quebec, Canada
A/G/O/TRAGORW128F14AA843	yoomiii	
M/V/A/TRMVANR128F42827D3	Blaze feat. Barbara Tucker	Newark, NJ
H/W/C/TRHWCVS128F14895A3	My Chemical Romance	New Jersey
L/T/L/TRLTLGI128F4213E13	Quique Gonzalez	
C/Q/F/TRCQFON12903D0C50D	Kurd Maverick	
W/D/U/TRWDUOE128EF3670E7	Lorenzo Antonio	New Mexico
N/O/B/TRNOBLE128E07933CC	Sarah Brightman / Steve Harley	
Y/M/D/TRYMDUL128EF34A89F	Phoebus Feat Despina Vandi	
W/F/M/TRWFMDH128F42283AB	Minimalistix	
K/N/B/TRKNBSQ128F92F6223	The Killers	
R/S/I/TRRSIIR128F14A1108	Philippe Rochard	Switzerland
F/B/R/TRFBRVW128F4273984	Billy Swan	Cape Giradeau, MO
U/P/I/TRUPIIH128F1489D45	Godheadsilo	
P/V/D/TRPVDMH12903CF7FA8	Miranda!	
K/G/E/TRKGEYK12903CC66BE	Evie Sands	New York, NY [Brooklyn]
H/B/U/TRHBUXG128F92EAC92	Augie March	Melbourne, Australia
D/A/T/TRDATNS12903CD8B58	L.O.K.I.	
D/S/Q/TRDSQBI12903CC921F	Plastiscines	
H/A/P/TRHAPTN128F1495C6D	Matt Bianco	
Z/E/P/TRZEPOM128F93433E6	Doug Sahm	San Antonio, TX
H/I/D/TRHIDFX128F933A171	Trance Control	
D/L/M/TRDLMBW128F14824EE	Linkin Park	Los Angeles, CA
R/E/N/TRRENJG128F42AA2D4	Vargo	
X/O/W/TRXOWRN128F93048D4	Liquid Nations	
D/F/L/TRDFLOV128F93509C5	Sanctus Real	Toledo, OH
L/Z/P/TRLZPUK128F424F25A	Dario Marianelli	
Z/Z/M/TRZZMLV128F426AE03	Allure (featuring 112)	
I/L/N/TRILNTT128F4294734	Little River Band	Melbourne, Australia
B/W/P/TRBWPLN12903CC357B	Tenth Avenue North	West Palm Beach, Florida
K/J/T/TRKJTUV128F932BB1D	Creedence Clearwater Revival	El Cerrito, CA
O/N/D/TRONDVB128F1483C1A	Janet Jackson	Los Angeles &amp; New York
E/V/D/TREVDQG128F9324474	Nickelback	Hanna, Alberta, Canada
L/P/P/TRLPPLM128F425ADA9	DJ Aligator Project	
V/M/T/TRVMTNP12903CB2710	Ultra Naté	
S/G/I/TRSGIFK128F9339224	La Hungara	
H/U/O/TRHUONM12903CB0E32	Sivert Höyem	
G/O/T/TRGOTPL128F4281C94	The Strokes	NY
M/C/O/TRMCOLG128F427F2E0	The Malibooz	California - LA
J/I/A/TRJIAIS128F92FC5B5	Big Brovaz	
U/Y/H/TRUYHHZ128EF341D29	Wolfmother	Sydney, Australia
K/F/X/TRKFXOJ128F92E1E22	Christina Stürmer	
C/J/Y/TRCJYXI128F422D96B	Carpathian Forest	
V/D/S/TRVDSPB12903CF1FD9	Lemongrass	UK - England - North West
W/U/I/TRWUIFK12903CA04DF	Kelly Clarkson	
G/E/B/TRGEBUY128E07951EA	Faith Evans	New Jersey, USA
R/R/F/TRRRFLX128F9326186	Paul McCartney	Liverpool, England
C/G/V/TRCGVHG128F42A6C1F	Memphis Bleek	
J/L/K/TRJLKGF128F146B356	Depeche Mode	Basildon, England
J/A/Z/TRJAZUU128F42383B7	Courage of Lassie	
C/I/W/TRCIWKL128F14A230E	Exotique	
K/O/M/TRKOMAX128F4281A3D	Eddi Reader	
A/X/J/TRAXJRP128F423505F	Thirsty Merc	
C/I/J/TRCIJHB128F42A7CF6	Lucie Silvas	
X/Q/F/TRXQFXE12903CA7A35	Wagon Cookin	
Z/H/J/TRZHJZH128F92E62F1	DJ Shah meets Jan Johnston	
Q/B/P/TRQBPHB128F42A6500	Talib Kweli	Brooklyn, NY
U/T/N/TRUTNGF12903CE248C	James P Johnson	New Brunswick, NJ
S/M/S/TRSMSVA128E0781851	Robbie Williams	UK
U/V/M/TRUVMWJ128F92F004E	Paul Webster	
M/J/V/TRMJVYS128F932084D	Fall Out Boy	Wilmette, IL
Y/B/G/TRYBGVR128F429B7AC	Garbage	Madison, WI
K/Z/T/TRKZTCF128F92E7426	Friendly Fires	St. Albans
B/W/K/TRBWKNL128F930707C	Kashief Lindo	
T/P/E/TRTPETO128F92F4364	Robert Miles	Switzerland
N/B/Z/TRNBZCW12903CE27F2	NOVI FOSILI	
C/Y/B/TRCYBKC12903CBC869	Gui Boratto	S�Paulo, Brazil
D/U/L/TRDULWS128F148A5AE	Vector Lovers	
S/L/U/TRSLUVC128F426209C	Jet Lag Gemini	
S/Q/L/TRSQLDL128F9345BE7	Marco Carta	
B/H/L/TRBHLPZ128E079280A	Vanessa Carlton	
L/K/P/TRLKPVV128F423BF60	BarlowGirl	Chicago, IL
J/W/I/TRJWIQN128F930937A	Mike Dunn presents The MD X-Spress	
X/K/S/TRXKSDV128E0793390	Samantha Mumba	Dublin, Ireland
J/K/R/TRJKRKB128F14A8C4C	Talking Heads	
W/C/E/TRWCEIC128F931CDF3	Procol Harum	London, England
R/K/U/TRRKUCW128F422DF2D	Foreign Born	Los Angeles
P/I/T/TRPITSC128F92E27C0	James Last	Bremen, Germany
C/E/O/TRCEOEG128F934319B	Steve Brian	
E/D/N/TREDNHP128F92F1E5E	Kaskade	Los Angeles CA
B/J/Z/TRBJZXN128F930C2FA	The Raleigh Ringers	North Carolina
J/W/A/TRJWAVI128F426602D	Melody Club	Vaxjo, Sweden
B/H/G/TRBHGRU12903CE2C48	Ace Frehley	New York, NY [The Bronx]
B/X/E/TRBXEAN128F933D09E	Beres Hammond	
K/W/K/TRKWKBG128F427C3A9	Cece Winans	Charlotte, NC
I/Z/J/TRIZJAX128F92FB096	Perry O'Neil	
Z/S/W/TRZSWDI128F148537F	JET	Florida
Y/V/J/TRYVJIX128F427490B	Euge Groove	
G/J/Y/TRGJYTM128F92E74E3	Red Stick Ramblers	Lafayette/Baton Rouge, LA
O/W/Y/TROWYBC128F4282F49	Ligabue	
J/B/H/TRJBHVL128F1460F3E	Paul Mauriat	Marseille, France
E/X/R/TREXRBP128F428238A	Monoceros	
F/I/A/TRFIADT12903CF4810	Tracy Lawrence	Atlanta, TX
V/C/V/TRVCVVR128F425AD75	Lenny Kravitz	New York, NY
J/A/S/TRJASYJ12903CBC58D	HA-ASH	Lousiana
B/B/U/TRBBUMN128F930892E	Lucas Prata	
J/U/U/TRJUUZV128E0784F61	Cherie	Marseilles, France
X/J/B/TRXJBRL128E0783941	Rammstein	Germany
H/C/Z/TRHCZYD128F425FBDF	Jr. Walker & The All Stars	
E/A/I/TREAIBZ128F427FD94	EDGUY	Fulda, Germany
M/X/P/TRMXPJY128F92F2320	Katy Perry	Los Angeles, CA
R/K/T/TRRKTHO128F93456CF	Bad Astronaut	Santa Barbara, CA
C/F/R/TRCFRTP128F930276F	Rammstein	Germany
M/W/C/TRMWCEE128F426D0AE	The Magnetic Fields	Boston, MA
M/D/S/TRMDSOV128F42769A9	Sue Keller	Allentown, PA
D/Y/G/TRDYGZV128F4276727	Baboon	Texas
N/S/V/TRNSVHN128F428D858	Westlife	Dublin, Ireland
G/B/H/TRGBHFD128F422A9D3	Stephan Bodzin	
Q/A/X/TRQAXRR128F9354354	The Trekky Yuletide Orchestra	
H/M/D/TRHMDSI128F42ADCBB	Ice Mc	
W/C/J/TRWCJZM128F4270614	The Donnas	
F/O/X/TRFOXAG12903CFF23B	In This Moment	Los Angeles, California
K/Y/D/TRKYDTV128F9343E8A	Uniikki	
N/C/K/TRNCKBP128F930415D	AFI	Ukiah, CA
T/V/I/TRTVISN12903CB6C5B	Fireflight	
J/D/S/TRJDSCZ128F4292425	Alcazar	Svezia
J/H/S/TRJHSIO128F428C997	Uniting Nations	
M/O/Q/TRMOQFW128F425B764	Christina Aguilera	
B/O/Z/TRBOZKU128F932B9F6	Zucchero / Queen / Sharon Corr	Roncocesi, Italy
C/N/Q/TRCNQFP128F427E293	American Hi-Fi	Boston
M/Q/A/TRMQAPK128F92F9C2A	Airi L	
O/C/T/TROCTDV128F4296937	Gurid Hansdottir	
V/A/B/TRVABZA12903CEF50F	Toby Keith	Clinton, OK
S/M/A/TRSMAKS128F42A5004	Katy Perry	Los Angeles, CA
L/V/R/TRLVRUV12903CF1F41	Moonspell	Portugal
L/X/D/TRLXDKB128F9304A49	Mino	
Y/T/K/TRYTKLB128F92F11FE	Velvet Revolver	Los Angeles, CA
R/F/P/TRRFPZI128F92F621D	N-Dubz	UK
A/Z/A/TRAZASM128F932FBEE	Franz Ferdinand	Glasgow, Scotland
U/B/E/TRUBELL128E0786CEB	Gouryella	
S/Y/X/TRSYXBE128F9338EB9	Wanessa	
M/Q/A/TRMQAPK128F92F9C2A	Airi L	
J/F/D/TRJFDMQ128F93069DD	Katie Melua	Georgia
L/K/G/TRLKGOV128F422AB79	DJ Delicious & Rutte	
P/N/B/TRPNBEN128F93349DA	Mick Flannery	
P/Y/G/TRPYGEE12903CE3158	Envotion	
G/Q/R/TRGQRLN12903C9566E	Murcof	Tijuana, Mexico
O/W/F/TROWFTA128F930798E	Koffee Brown Featuring Du-Ganz	
W/N/C/TRWNCRU128F9304F93	John Dahlbäck	Stockholm, All
K/S/S/TRKSSUS128F422B02A	Death Cab for Cutie	
C/F/K/TRCFKQE12903CBC872	D-Unity	
R/Y/B/TRRYBFD128F4272550	Vivian Green	PHILADELPHIA, Pennsylvania
J/S/C/TRJSCZZ128F4292349	Monika Kruse@Voodooamt	
W/D/E/TRWDEVW128F426412E	Nelly	HERNDON, Virginia
D/K/K/TRDKKYU128F42438DA	Alexander O'Neal	Minneapolis, MN
N/B/W/TRNBWFN128F14A25FA	Change	BOGOTA
N/A/C/TRNACUI12903CA4479	Make the Girl Dance	Paris FRANCE
B/M/O/TRBMOMP12903CAE0B3	Karaoke Superstars	
G/C/G/TRGCGGO128F146E659	Russell Watson	
E/Y/Q/TREYQSL128F4265915	Party Pimpz	
D/Q/A/TRDQASC128F9332C3F	Paolo Nutini	Paisley, Scotland
I/V/L/TRIVLKQ12903CF5A06	Pieces Of A Dream	Philadelphia, PA
J/O/W/TRJOWRR128F423A09F	Jim Sturgess	
J/V/Q/TRJVQFM128F425037B	Elton John	Pinner, Middlesex, England
A/C/R/TRACRON12903CB59E6	Everyday Sunday	Columbus, OH
O/R/R/TRORRCW128F932F650	Randy Rogers Band	
A/T/W/TRATWSP128F933AD36	a1	
I/D/K/TRIDKQU12903CB086E	Lacuna Coil	Milan, Italy
G/E/H/TRGEHVV128F14988AF	Alizée	
S/J/G/TRSJGWE128F428B44D	John Gary	Watertown, NY
R/I/K/TRRIKFS128F42AB258	Zadera	
O/P/B/TROPBDM128F92D5C2C	Karunesh	California - SF
M/K/X/TRMKXJL128F1486227	Modern Romance featuring John Du Prez	
D/Y/Z/TRDYZPO128F92C3BB1	Rex The Dog	London
B/A/Z/TRBAZCA128F4236C86	The Real Booty Babes	
S/R/X/TRSRXRF128F42967A0	Lightning Dust	Vancouver, BC, Canada
S/I/O/TRSIOVA128F42850CF	The Polyphonic Spree	Dallas, TX
F/R/W/TRFRWOZ128F9336B3F	Lisa Lois	
B/W/I/TRBWIIG128F930EFC1	Mylène Farmer	
W/L/C/TRWLCDV12903CD0330	Yuridia	
A/O/P/TRAOPXS128F4227C08	Florian Silbereisen	Passau, Germany
X/P/X/TRXPXZO128F9320744	Miley Cyrus	Franklin, TN
J/H/C/TRJHCMW128F14A93BF	The Skygreen Leopards	
T/N/D/TRTNDCS128F930597A	Jason Reeves	
O/O/M/TROOMDT128F42A921B	Swen Weber	
D/X/D/TRDXDUE128E079247E	Guns N' Roses	
M/X/C/TRMXCGJ128F9349FA4	Jimmy Roses	
S/J/K/TRSJKPT128E07818C4	Daft Punk	Paris, France
P/U/C/TRPUCNU128E0786193	Gwen Stefani / Eve	
Q/M/I/TRQMIIP128F148FD16	David Huff	Tennessee
E/U/L/TREULKZ128F92C52FA	Lise Westzynthius	
B/H/M/TRBHMTJ128E079911B	Depeche Mode	Basildon, England
H/N/J/TRHNJYE128F92FCCA5	Eels	California, USA
N/H/P/TRNHPUP128F92CF91A	Sound Egoist	
P/L/Q/TRPLQVX128F933AA20	Girls Aloud	United Kingdom
L/P/G/TRLPGSW128F92E6856	Sara Bareilles	Eureka, CA
L/S/K/TRLSKGE128F4299123	J. Karjalainen & Mustat Lasit	
I/Z/J/TRIZJNK128F1486041	Staind	Springfield, MA
Y/P/S/TRYPSTX128F428902A	Jim Brickman	Cleveland, OH
M/N/C/TRMNCAH128F92C5773	Stone Temple Pilots	
M/Y/Z/TRMYZHP12903CA945C	Yves Deruyter	
U/C/M/TRUCMBW128F92F0653	Nickelback	Hanna, Alberta, Canada
G/S/Q/TRGSQXL128F14A6B27	Candie Hank	
G/N/I/TRGNINA12903CFB895	Dolores O'Riordan	
R/I/T/TRRITXQ128F424F9A4	2raumwohnung	Berlin, Germany
K/F/J/TRKFJQL128F4289A6B	Alaska In Winter	United States
Z/R/A/TRZRAYG128F9326240	Jordin Sparks	Phoenix, AZ
J/O/P/TRJOPWI12903CAA946	Mashtronic	
Y/P/Z/TRYPZWF128F92E2117	Elan - Team	Los Angeles, California
R/J/W/TRRJWXJ128F42931B2	Klaus Badelt	
W/Y/V/TRWYVTA128F146E171	The Supremes	Columbus, OH
C/K/F/TRCKFRV128E079506E	Death Cab for Cutie	
E/B/P/TREBPWW12903C9EB2B	Faith Hill	Nashville, TN
J/U/G/TRJUGQG128F4281CD3	The Strokes	NY
P/Y/P/TRPYPXI12903CCFDD9	Mest	Chicago, IL
H/H/N/TRHHNQC128F931BCE7	Parker & Clind	
K/V/V/TRKVVVK12903CB592C	Taylor Swift	Wyomissing, PA
C/Q/R/TRCQRXS128F14565A0	Marc Et Claude	
C/J/F/TRCJFEJ12903CE5B47	Crazy Horse	
J/I/Z/TRJIZNE128F14647D5	Billy Idol	"<a href=""http://billyidol.net"" onmousedown='UntrustedLink.bootstrap($(this), ""fc44f8f60d13ab68c56b3c6709c6d670"", event)' target=""_blank"" rel=""nofollow"">http://billyidol.net</a>"
X/R/F/TRXRFYI12903CD62E2	One For The Team	Lake Hopatcong, New Jersey
J/L/Z/TRJLZOF128EF349812	Kim Weston	Detroit, MI
H/V/O/TRHVOHR128E07840A4	Kylie Minogue	Melbourne, Australia
Q/J/Q/TRQJQWK128F92EE75C	Garland Jeffreys	Brooklyn, NY
F/G/L/TRFGLZK128F4263BBD	Bond	Toronto, Ontario, Canada
P/T/H/TRPTHDA128F9347EFA	Guardianes Del Amor	
T/B/L/TRTBLPD12903CB405C	Uman	Belgium
U/E/C/TRUECAH128F4290E06	RMB	
S/I/N/TRSINLJ128F92EB25A	Céline Dion	Charlemagne, Quebec, Canada
Z/G/N/TRZGNYS12903CE50DB	Byron Lee & The Dragonaires	
H/I/C/TRHICXT128F147D9D1	Chris Isaak	Stockton, California
H/A/Z/TRHAZIL128F1470388	Hausmylly	
J/F/T/TRJFTZS128F4287C8C	Ina Deter / Edo Zanki	Berlin, Germany
D/E/L/TRDELQI128F9316BA5	Photon Project	
R/X/F/TRRXFEI128F92D054B	The Courteeners	
K/N/M/TRKNMFM128F4290474	Monika Kruse@Voodooamt	
C/M/N/TRCMNDO128F428F741	The Rurals	
K/W/C/TRKWCEN12903CD637D	Channel X	
N/I/B/TRNIBRH128F930A0A8	Don Williams	New Jersey
X/R/V/TRXRVMP128F427A41E	Nightwish	Kitee, Finland
B/A/T/TRBATUS128F9303CA0	Pet Shop Boys	London, England
V/B/N/TRVBNPA128F92F37CD	Eric Roberson	Rahway, NJ
N/V/O/TRNVOSK12903D117C9	Nick Straker	
N/C/S/TRNCSUK128F9323356	Binary Finary	
O/T/L/TROTLNE128F92E5351	Lisa Bund	
W/A/N/TRWANRS128F424E300	Faith Hill	Jackson, MS
X/L/B/TRXLBCG128F934363F	16 Frames	Los Angeles, CA
J/U/J/TRJUJCN12903D06E9F	Gil Scott-Heron	Chicago, IL
I/P/O/TRIPOGG128F9310F9B	Tiga	Montreal, Canada
K/R/W/TRKRWEB12903CE27D3	NOVI FOSILI	
Y/D/N/TRYDNSC12903CEA7E6	Kid Massive	
O/E/W/TROEWBD12903CF7610	Los Caminantes	
O/F/E/TROFEVM128F92EB3A2	Daniel Landa;Lucie Vondrackova	
P/V/R/TRPVRFI128F4249877	Charlie Haden	Shenandoah, IA
S/X/N/TRSXNRY12903CB0A6F	Midfield General	
L/W/W/TRLWWFY12903C9AAA4	Black Legend	
E/Y/O/TREYOTD128F429619D	Sue Keller	Allentown, PA
X/Z/J/TRXZJRI128F4275876	Ángeles del Infierno	
S/Y/K/TRSYKBX128F427F0F1	Wilson Phillips	
Y/U/R/TRYURFC128F931BCBD	Sunscreem	Essex, England
W/B/E/TRWBEUO128F421ACA6	Frank Reyes	
N/H/J/TRNHJRU12903CE5FC4	Jessica Simpson	Dallas, TX
T/J/D/TRTJDDK12903CD6B26	Kim Sozzi	
T/K/W/TRTKWFK12903CB24A1	Okay	Maryland
H/P/H/TRHPHKT128F42961A7	Sue Keller	Allentown, PA
E/J/T/TREJTGG128F147C7C6	Third Eye Blind	
G/A/Z/TRGAZWG12903CC55E0	Seabound	
D/T/I/TRDTIQB128F4284A74	The Alan Parsons Project	London, England
I/N/N/TRINNMP12903CC4C64	Yellowjackets	California
V/H/S/TRVHSEJ128F427E766	Indras	
Y/L/N/TRYLNMC12903CED275	Avril Lavigne	Belleville, Ontario, Canada
A/J/P/TRAJPPO128F428AEB1	Styles / Breeze	
X/U/T/TRXUTLD128F930F92E	Bulutsuzluk Özlemi	Istanbul
I/X/O/TRIXOPS128F933EC51	Derek Sherinian	
X/K/A/TRXKAPE128F92F9F0B	Rhonda Vincent	Nashville, TN
N/D/L/TRNDLSO12903CF21F8	Dark Tranquillity	
B/F/R/TRBFRXT128F425D88F	Mickie Krause	Wettringen, Germany
D/N/O/TRDNOFN128F930B146	Good Charlotte	Waldorf, MD
Q/V/V/TRQVVAD128F1495BA3	Johnny Gill	COLUMBIA, Maryland
L/Z/G/TRLZGRH12903CB7707	Mark Masri feat. Olivia Newton-John	Toronto
A/Z/V/TRAZVQU12903CE30F2	B.J. THOMAS	Houston, TX
E/A/P/TREAPOJ12903CB5A5E	PlayRadioPlay!	Fort Worth (Aledo), TX
Y/M/O/TRYMOID128F4259A8F	Travis	Glasgow, Scotland
P/P/V/TRPPVYA128F92FFF83	Digitalism	Hamburg, Germany
A/I/P/TRAIPQP128F92FEB80	Adele	London
D/C/D/TRDCDRW128F931FAFB	Demi Lovato	
C/G/P/TRCGPEY128F4275BFB	Ben E. King	
G/X/G/TRGXGHL128F9325F3E	Los Campesinos!	Cardiff, Wales
C/W/N/TRCWNPS128EF33E683	Alexander East	planet east
E/X/P/TREXPXX128F4276361	Laurie Anderson	Glen Ellyn, IL
J/B/Y/TRJBYTB128F42969D8	Pat Travers	Toronto, Canada
W/X/N/TRWXNMY128F93144E3	Bill Conti	Providence, RI
D/Z/C/TRDZCFL128F429D383	Ian Van Dahl	
P/S/K/TRPSKZO128F92D67CC	La Rumeur	
G/A/M/TRGAMTF128F92DFBF2	Usher;The Orange Factory	Atlanta, GA
P/D/B/TRPDBNV128F423F018	Mojave 3	England
V/G/X/TRVGXRY128F426A971	DMD	
U/L/Z/TRULZOF128F934B897	Dallaz Project	
J/K/X/TRJKXEZ128F92E6861	Sara Bareilles	Eureka, CA
U/P/W/TRUPWDM128F92CBFD8	Daniel Powter	Vernon, British Columbia, Canada
I/G/M/TRIGMAG128F4264415	Gianni Morandi	Monghidoro, Italy
Z/U/V/TRZUVGC128F422B0EE	Blake Shelton	Ada, OK
D/R/V/TRDRVYD12903CA6FE6	Cinnamon Chasers	
N/M/E/TRNMEWY128F1490A3F	Mikel Erentxun	
W/I/X/TRWIXNZ128F1468C68	Stacie Orrico	Seattle, WA
I/T/M/TRITMYK128F92EB21F	G4	Louisiana
B/J/I/TRBJILU128F425A99C	Will Young	
J/W/K/TRJWKEQ128F9312028	La Frontera	
H/C/H/TRHCHWF128F4239788	Au Revoir Simone	Brooklyn, New York
O/O/Z/TROOZKK12903CA529D	Switchfoot	San Diego, California
V/I/D/TRVIDUX12903CE4E11	Chris Fortier	Orlando, FL
M/C/T/TRMCTYQ128E07921DC	Counting Crows / Vanessa Carlton	
K/O/P/TRKOPCW128F148B949	All Saints	London, England
P/N/Z/TRPNZQQ128EF354B60	Mal	California - LA
I/N/D/TRINDTX128F93050A4	Climie Fisher	England
D/F/D/TRDFDPN12903CB0907	Rico Bernasconi	United States
P/P/P/TRPPPBG128F4278F86	Jermaine Dupri featuring Ludacris	Atlanta, GA
R/D/E/TRRDEWU128F42B0C91	The Upper Room	
Q/Y/O/TRQYOWE128F14B1258	Neil Young	Milford USA
A/H/E/TRAHEBY12903CE57F6	Will Hoge	
K/X/K/TRKXKCS128E079204E	Safri Duo	Copenhagen, DK
V/R/C/TRVRCWS12903CDA547	Bon Jovi	Sayreville, NJ
B/S/N/TRBSNPQ128F9323A27	Rúzsa Magdi	
W/Q/V/TRWQVNS128F933B0B1	Antonio Orozco	Barcelona, Spain
I/U/Z/TRIUZGU12903CB2795	Ultra Naté	
C/F/Q/TRCFQHK12903CB0D57	The Knack	
P/E/X/TRPEXAM128F14629FC	ARRESTED DEVELOPMENT	Atlanta, GA
F/Q/V/TRFQVAU12903CF45BF	Percy Faith And His Orchestra	
X/H/L/TRXHLNV128F1464813	Vanessa-Mae	Singapore
X/W/L/TRXWLOI128F4243B68	Andres Calamaro	
P/I/U/TRPIUDO128F425F18C	Scott McKenzie	Jacksonville, FL
M/J/Q/TRMJQYX128F4228949	Russell Watson / Hayley Westenra	
U/O/J/TRUOJJS128F145C256	Coldplay	
P/V/N/TRPVNUR128F42888FA	Lucio Dalla	Bologna, Italy
W/K/U/TRWKURS128F93069D7	Katie Melua	Georgia
R/A/Y/TRRAYEO128F930300B	Kaiser Chiefs	Leeds, England
W/V/M/TRWVMGS128E0783EB1	Shania Twain	Timmins, Ontario, Canada
V/M/X/TRVMXRF128F422F7E2	Illuminate	
T/N/N/TRTNNEG12903D1178E	Kamil Polner	
L/A/I/TRLAIEI128F9310F0C	Radiohead	Oxford, UK
K/X/P/TRKXPUB128F425A189	Natalie Imbruglia	Sydney, Australia
T/F/M/TRTFMGK128F145EBC2	Safri Duo	Copenhagen, DK
I/I/C/TRIICID128F4284CB7	Starship	Riozzo/Senago (Italy)
M/A/E/TRMAEGR128F14554A0	KT Tunstall	Scotland
N/Y/H/TRNYHJN128F42902C1	Sigur Rós	
D/H/M/TRDHMSQ128F4282AD1	Son Of A Plumber	
D/K/H/TRDKHFB128F9333A85	Candi Staton	Hanceville, AL
U/B/X/TRUBXRS128F9311709	Suicide Booth	GERMANY
H/F/Y/TRHFYTD128EF3651D5	Lujuria	 
C/K/L/TRCKLGM12903CD6240	2 Brothers On The 4th Floor	
L/F/O/TRLFOUN128F4264C37	T. Graham Brown	Arabi, GA
M/F/L/TRMFLCX128F1480A2E	Secret Machines	Dallas, TX
S/I/Z/TRSIZVO128F149C300	Robert Earl Keen	
W/D/P/TRWDPTD12903D018B5	Justin Timberlake	
I/Y/G/TRIYGGS128F424D5B8	My Chemical Romance	New Jersey
K/Y/L/TRKYLNA128F9310EB9	Katherine Jenkins	Neath, South Wales
A/O/K/TRAOKAT128F424CE8A	Interflow Feat. Anna Robinson	
R/B/H/TRRBHMG128EF33F522	3Rd Alley	California - LA
L/V/Q/TRLVQQG128F933AE34	Katie Melua	Georgia
A/P/F/TRAPFRD12903CB7456	Mariah Carey	New York, New York
D/A/L/TRDALNA12903CD2166	Mara Tremblay et Stefie Shock	
B/T/F/TRBTFPB128F92C81D9	Fire Island	
V/M/T/TRVMTNP12903CB2710	Ultra Naté	
H/W/M/TRHWMKQ128F931B51D	Willy DeVille	New York, New York
C/S/K/TRCSKUD12903CFAD9D	Owl City	Minnesota
I/V/M/TRIVMCG128F932105E	3 Doors Down	Escatawpa, MS
V/I/Q/TRVIQZG128F14A8854	Kate Winslet	
A/K/Y/TRAKYHY128F933BB51	N-Dubz	UK
J/R/Z/TRJRZKP128F426BC5E	Angelo Badalamenti	New Jersey
D/U/Q/TRDUQRJ128F92F256B	Bart Claessen	
E/P/D/TREPDNX128F92DD2A5	Punkrockerz	
C/T/U/TRCTUSJ128F9336FEB	Sopor Aeternus & The Ensemble Of Shadows	
K/Q/O/TRKQOVW128F9327334	Apocalyptica	Helsinki, Finland
W/Q/Q/TRWQQUM12903CB29A4	Taylor Swift	Wyomissing, PA
G/R/G/TRGRGFI128F423C06A	Lindsey Buckingham	Palo Alto, CA
C/O/I/TRCOIRA128F931ECF5	Ascension	California - LA
J/H/S/TRJHSKL128F92E4EC7	Damien Rice	Dublin, Ireland
W/T/Z/TRWTZII12903CACCBC	The Strings Of Paris	New York New York USA
L/X/M/TRLXMKA128F429CF4F	Liars	LA / NYC
M/L/M/TRMLMHR128F147F1F9	Dangerous Muse	
O/Z/G/TROZGSI128F92EA0AE	Shakira	Barranquilla, Colombia
X/U/H/TRXUHVE128F933DE71	The Paragons	Brooklyn, NY
U/M/O/TRUMOAC128F4232952	Diana Navarro	Malaga, Spain
I/O/K/TRIOKLB128F9336F2B	Clint Mansell	Coventry (UK)
Y/W/C/TRYWCGI128F4294A99	Niña Pastori	
E/F/I/TREFIDV128F930A23A	Paper Route	Nashville, TN
Q/Q/R/TRQQRTT128F92EFFF5	Beyonce & Shakira	
W/B/R/TRWBRIC128F932A6BB	Sonicflood	
R/O/Q/TRROQUB128E078167C	The Concretes	Stockholm, Sweden
B/G/A/TRBGASN128F427BF8F	Jennifer Lopez	The Bronx, New York
K/D/Z/TRKDZOQ12903CBAF6C	Chipmunk Feat. Talay Riley	LDN 
G/H/Q/TRGHQUR128E0783EEB	Eminem	St. Joseph, MO
B/W/V/TRBWVII128F92F6560	The 2 Live Crew	
W/O/E/TRWOEEN128F92E2AB4	Andrew Lloyd Webber	London, England
C/I/D/TRCIDJI12903CB79E0	Veerus_ Maxie Devine	
S/C/Y/TRSCYXD12903CD8AF6	Jeanne Pruett	Pell City, AL
I/R/H/TRIRHLP128F92CD4F8	Mccarthy Trenching	Omaha, NE
U/C/Y/TRUCYTI128E07816A9	Faultline	
O/T/E/TROTERF128F4255688	Mark Brown Featuring Sarah Cracknell	
X/S/Z/TRXSZPS128EF33E61D	Mateo & Matos	New York, NY
W/N/F/TRWNFNJ128F14534C6	A-Ha	Oslo, Norway
